,Project,Commit,File,Method,CommentType,#Parameters,NLOC,Complexity,NLOC_slope,Params_slope,Complexity_slope,pmd_warnings_numbers,checkstyle_warnings_numbers
3552,systemml,65d6ad393acea7f309c1cff4e768cec0b5998d15,src/main/java/org/apache/sysds/runtime/instructions/fed/BinaryMatrixMatrixFEDInstruction.java,BinaryMatrixMatrixFEDInstruction::processInstruction( ExecutionContext ec),Not SATD,1.0,57.0,13.0,,,,0.0,113.0
3553,systemml,b6640d93011e9bd1fa986c3e92ca7b2a9d8a276b,src/main/java/org/apache/sysds/runtime/controlprogram/paramserv/FederatedPSControlThread.java,FederatedPSControlThread::weighAndPushGradients( ListObject gradients),Not SATD,1.0,14.0,4.0,,,,0.0,26.0
3554,systemml,b6640d93011e9bd1fa986c3e92ca7b2a9d8a276b,src/main/java/org/apache/sysds/runtime/controlprogram/paramserv/FederatedPSControlThread.java,"FederatedPSControlThread::TeardownFederatedWorker::execute( ExecutionContext ec , Data ... data)",Not SATD,2.0,11.0,1.0,,,,0.0,15.0
3555,systemml,b6640d93011e9bd1fa986c3e92ca7b2a9d8a276b,src/main/java/org/apache/sysds/runtime/controlprogram/paramserv/FederatedPSControlThread.java,"FederatedPSControlThread::FederatedPSControlThread( int workerID , String updFunc , Statement . PSFrequency freq , PSRuntimeBalancing runtimeBalancing , boolean weighing , int epochs , long batchSize , int numBatchesPerGlobalEpoch , ExecutionContext ec , ParamServer ps)",Not SATD,10.0,10.0,1.0,,,,0.0,24.0
3556,systemml,b6640d93011e9bd1fa986c3e92ca7b2a9d8a276b,src/main/java/org/apache/sysds/runtime/controlprogram/paramserv/FederatedPSControlThread.java,"FederatedPSControlThread::SetupFederatedWorker::SetupFederatedWorker( long batchSize , long dataSize , int possibleBatchesPerLocalEpoch , String programString , String namespace , String gradientsFunctionName , String aggregationFunctionName , ListObject hyperParams , long modelVarID)",Not SATD,9.0,15.0,1.0,,,,0.0,27.0
3557,systemml,b6640d93011e9bd1fa986c3e92ca7b2a9d8a276b,src/main/java/org/apache/sysds/runtime/controlprogram/paramserv/FederatedPSControlThread.java,"FederatedPSControlThread::federatedComputeGradientsForNBatches::federatedComputeGradientsForNBatches( long [ ] inIDs , int numBatchesToCompute , boolean localUpdate , int localStartBatchNum)",Not SATD,4.0,6.0,1.0,,,,0.0,11.0
3558,systemml,b6640d93011e9bd1fa986c3e92ca7b2a9d8a276b,src/main/java/org/apache/sysds/runtime/controlprogram/paramserv/FederatedPSControlThread.java,FederatedPSControlThread::accFedPSGradientWeighingTime( Timing time),Not SATD,1.0,4.0,3.0,,,,1.0,8.0
3559,systemml,b6640d93011e9bd1fa986c3e92ca7b2a9d8a276b,src/main/java/org/apache/sysds/runtime/controlprogram/paramserv/ParamServer.java,"ParamServer::setupValFunc( ExecutionContext ec , String valFunc , MatrixObject valFeatures , MatrixObject valLabels)",Not SATD,4.0,26.0,4.0,,,,0.0,49.0
3560,systemml,b6640d93011e9bd1fa986c3e92ca7b2a9d8a276b,src/main/java/org/apache/sysds/runtime/controlprogram/paramserv/ParamServer.java,ParamServer::validate(),Not SATD,0.0,12.0,4.0,,,,2.0,23.0
3561,systemml,b6640d93011e9bd1fa986c3e92ca7b2a9d8a276b,src/main/java/org/apache/sysds/runtime/controlprogram/paramserv/ParamServer.java,"ParamServer::updateGlobalModel( int workerID , ListObject gradients)",Not SATD,2.0,56.0,20.0,,,,11.0,96.0
3562,systemml,b6640d93011e9bd1fa986c3e92ca7b2a9d8a276b,src/main/java/org/apache/sysds/runtime/instructions/cp/ParamservBuiltinCPInstruction.java,"ParamservBuiltinCPInstruction::createPS( PSModeType mode , String aggFunc , PSUpdateType updateType , PSFrequency freq , int workerNum , ListObject model , ExecutionContext ec , String valFunc , int numBatchesPerEpoch , MatrixObject valFeatures , MatrixObject valLabels)",Not SATD,11.0,13.0,4.0,,,,0.0,29.0
3563,systemml,b6640d93011e9bd1fa986c3e92ca7b2a9d8a276b,src/main/java/org/apache/sysds/runtime/instructions/cp/ParamservBuiltinCPInstruction.java,"ParamservBuiltinCPInstruction::createPS( PSModeType mode , String aggFunc , PSUpdateType updateType , PSFrequency freq , int workerNum , ListObject model , ExecutionContext ec)",Not SATD,7.0,5.0,1.0,,,,0.0,22.0
3564,systemml,b6640d93011e9bd1fa986c3e92ca7b2a9d8a276b,src/main/java/org/apache/sysds/utils/Statistics.java,Statistics::display( int maxHeavyHitters),Not SATD,1.0,125.0,24.0,1.67272727272727,0.0,0.260606060606061,4.0,364.0
3565,systemml,b6640d93011e9bd1fa986c3e92ca7b2a9d8a276b,src/main/java/org/apache/sysds/utils/Statistics.java,Statistics::incrementNativeFailuresCounter(),Not SATD,0.0,4.0,1.0,0.0,0.0,0.0,0.0,9.0
3566,systemml,b6640d93011e9bd1fa986c3e92ca7b2a9d8a276b,src/main/java/org/apache/sysds/utils/Statistics.java,Statistics::getCPHeavyHitterCode( Instruction inst),Not SATD,1.0,19.0,4.0,0.0,0.0,0.0,0.0,45.0
3567,systemml,4b46b1f11c235bf998acfb3c42e1b255d853ea13,src/main/java/org/apache/sysds/runtime/transform/decode/Decoder.java,Decoder::writeExternal( ObjectOutput os),Not SATD,1.0,16.0,7.0,,,,3.0,25.0
3568,systemml,4b46b1f11c235bf998acfb3c42e1b255d853ea13,src/main/java/org/apache/sysds/runtime/transform/decode/Decoder.java,Decoder::readExternal( ObjectInput in),Not SATD,1.0,18.0,7.0,,,,1.0,27.0
3569,systemml,4b46b1f11c235bf998acfb3c42e1b255d853ea13,src/main/java/org/apache/sysds/runtime/transform/decode/DecoderFactory.java,DecoderFactory::createInstance( int type),Not SATD,1.0,10.0,4.0,,,,0.0,21.0
3570,systemml,4b46b1f11c235bf998acfb3c42e1b255d853ea13,src/main/java/org/apache/sysds/runtime/transform/encode/Encoder.java,Encoder::readExternal( ObjectInput in),Not SATD,1.0,6.0,2.0,,,,1.0,7.0
3571,systemml,4b46b1f11c235bf998acfb3c42e1b255d853ea13,src/main/java/org/apache/sysds/runtime/transform/encode/Encoder.java,Encoder::writeExternal( ObjectOutput os),Not SATD,1.0,6.0,2.0,,,,1.0,7.0
3572,systemml,4b46b1f11c235bf998acfb3c42e1b255d853ea13,src/main/java/org/apache/sysds/runtime/transform/encode/EncoderBin.java,"EncoderBin::EncoderBin( JSONObject parsedSpec , String [ ] colnames , int clen , int minCol , int maxCol)",SATD,5.0,20.0,8.0,,,,2.0,50.0
3573,systemml,4b46b1f11c235bf998acfb3c42e1b255d853ea13,src/main/java/org/apache/sysds/runtime/transform/encode/EncoderRecode.java,"EncoderRecode::EncoderRecode( JSONObject parsedSpec , String [ ] colnames , int clen , int minCol , int maxCol)",Not SATD,5.0,6.0,1.0,,,,0.0,14.0
3574,systemml,4b46b1f11c235bf998acfb3c42e1b255d853ea13,src/main/java/org/apache/sysds/runtime/transform/encode/EncoderRecode.java,EncoderRecode::buildPartial( FrameBlock in),Not SATD,1.0,14.0,5.0,-0.303030303030303,0.0,-0.151515151515152,3.0,41.0
3575,systemml,4b46b1f11c235bf998acfb3c42e1b255d853ea13,src/main/java/org/apache/sysds/runtime/transform/encode/EncoderRecode.java,EncoderRecode::splitRecodeMapEntry( String value),Not SATD,1.0,4.0,1.0,0.0,0.0,0.0,0.0,10.0
3576,systemml,4b46b1f11c235bf998acfb3c42e1b255d853ea13,src/main/java/org/apache/sysds/runtime/transform/encode/EncoderRecode.java,"EncoderRecode::encode( FrameBlock in , MatrixBlock out)",Not SATD,2.0,7.0,2.0,0.0,0.0,0.0,1.0,11.0
3577,systemml,ef0cc71a75d32c977889bde5191c61617dbb0927,src/main/java/org/apache/sysds/common/Types.java,Types::toString(),Not SATD,0.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0
3578,systemml,ef0cc71a75d32c977889bde5191c61617dbb0927,src/main/java/org/apache/sysds/common/Types.java,Types::isIJV(),Not SATD,0.0,3.0,2.0,,,,0.0,4.0
3579,systemml,ef0cc71a75d32c977889bde5191c61617dbb0927,src/main/java/org/apache/sysds/hops/rewrite/RewriteInjectSparkPReadCheckpointing.java,RewriteInjectSparkPReadCheckpointing::rInjectCheckpointAfterPRead( Hop hop),Not SATD,1.0,18.0,11.0,,,,3.0,60.0
3580,systemml,ef0cc71a75d32c977889bde5191c61617dbb0927,src/main/java/org/apache/sysds/runtime/instructions/spark/MultiReturnParameterizedBuiltinSPInstruction.java,MultiReturnParameterizedBuiltinSPInstruction::processInstruction( ExecutionContext ec),Not SATD,1.0,54.0,8.0,,,,0.0,142.0
3581,systemml,c29ac3eeb6bc9590bdc89b77bf2616ee9ca133c8,src/main/java/org/apache/sysds/runtime/instructions/spark/MultiReturnParameterizedBuiltinSPInstruction.java,"MultiReturnParameterizedBuiltinSPInstruction::TransformEncodeGroupFunction::TransformEncodeGroupFunction( EncoderComposite encoder , MaxLongAccumulator accMax)",Not SATD,2.0,4.0,1.0,,,,0.0,8.0
3582,systemml,c29ac3eeb6bc9590bdc89b77bf2616ee9ca133c8,src/main/java/org/apache/sysds/runtime/instructions/spark/MultiReturnParameterizedBuiltinSPInstruction.java,MultiReturnParameterizedBuiltinSPInstruction::TransformEncodeBuildFunction::TransformEncodeBuildFunction( EncoderComposite encoder),Not SATD,1.0,3.0,1.0,,,,0.0,5.0
3583,systemml,c29ac3eeb6bc9590bdc89b77bf2616ee9ca133c8,src/main/java/org/apache/sysds/runtime/instructions/spark/MultiReturnParameterizedBuiltinSPInstruction.java,"MultiReturnParameterizedBuiltinSPInstruction::TransformEncodeGroupFunction::call( Tuple2<Integer,Iterable<Object>> arg0)",Not SATD,1.0,45.0,6.0,,,,0.0,88.0
3584,systemml,c29ac3eeb6bc9590bdc89b77bf2616ee9ca133c8,src/main/java/org/apache/sysds/runtime/instructions/spark/MultiReturnParameterizedBuiltinSPInstruction.java,"MultiReturnParameterizedBuiltinSPInstruction::TransformEncodeBuild2Function::call( Iterator<Tuple2<Long,FrameBlock>> iter)",Not SATD,1.0,27.0,7.0,,,,1.0,67.0
3585,systemml,c29ac3eeb6bc9590bdc89b77bf2616ee9ca133c8,src/main/java/org/apache/sysds/runtime/transform/encode/Encoder.java,Encoder::prepareBuildPartial(),Not SATD,0.0,2.0,1.0,,,,0.0,2.0
3586,systemml,c29ac3eeb6bc9590bdc89b77bf2616ee9ca133c8,src/main/java/org/apache/sysds/runtime/transform/encode/Encoder.java,Encoder::buildPartial( FrameBlock in),Not SATD,1.0,2.0,1.0,,,,0.0,3.0
3587,systemml,c29ac3eeb6bc9590bdc89b77bf2616ee9ca133c8,src/main/java/org/apache/sysds/runtime/transform/encode/EncoderBin.java,"EncoderBin::computeBins( int j , double min , double max)",Not SATD,3.0,12.0,4.0,,,,0.0,39.0
3588,systemml,c29ac3eeb6bc9590bdc89b77bf2616ee9ca133c8,src/main/java/org/apache/sysds/runtime/transform/encode/EncoderBin.java,"EncoderBin::EncoderBin( JSONObject parsedSpec , String [ ] colnames , int clen , int minCol , int maxCol)",SATD,5.0,20.0,8.0,,,,2.0,50.0
3589,systemml,c29ac3eeb6bc9590bdc89b77bf2616ee9ca133c8,src/main/java/org/apache/sysds/runtime/transform/encode/EncoderBin.java,EncoderBin::prepareBuildPartial(),Not SATD,0.0,6.0,2.0,,,,0.0,11.0
3590,systemml,c29ac3eeb6bc9590bdc89b77bf2616ee9ca133c8,src/main/java/org/apache/sysds/runtime/transform/encode/EncoderBin.java,EncoderBin::buildPartial( FrameBlock in),Not SATD,1.0,17.0,4.0,,,,1.0,39.0
3591,systemml,aa09b5c3d3b5d221426fd06871b6690e1297ee9e,src/main/java/org/apache/sysds/conf/DMLConfig.java,DMLConfig::DMLConfig(),Not SATD,0.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0
3592,systemml,aa09b5c3d3b5d221426fd06871b6690e1297ee9e,src/main/java/org/apache/sysds/hops/rewrite/RewriteAlgebraicSimplificationDynamic.java,"RewriteAlgebraicSimplificationDynamic::rule_AlgebraicSimplification( Hop hop , boolean descendFirst)",Not SATD,2.0,65.0,10.0,,,,8.0,190.0
3593,systemml,aa09b5c3d3b5d221426fd06871b6690e1297ee9e,src/main/java/org/apache/sysds/runtime/lineage/LineageCacheConfig.java,LineageCacheConfig::canEvict(),Not SATD,0.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0
3595,systemml,aa09b5c3d3b5d221426fd06871b6690e1297ee9e,src/main/java/org/apache/sysds/runtime/lineage/LineageCacheConfig.java,LineageCacheConfig::isSetSpill(),Not SATD,0.0,4.0,1.0,0.0545454545454546,0.0,0.0,0.0,6.0
3596,systemml,81d0e95b0ad59dd0a9ee2635b4ce40a6b9376bd6,src/main/java/org/apache/sysds/utils/DMLCompressionStatistics.java,DMLCompressionStatistics::display( StringBuilder sb),Not SATD,1.0,18.0,2.0,,,,0.0,23.0
3597,systemml,6a5d35ac96bd9e20c0aa39a12d4f4b733a855c04,src/main/java/org/apache/sysds/runtime/compress/CompressedMatrixBlock.java,"CompressedMatrixBlock::slice( int rl , int ru , int cl , int cu , boolean deep , CacheBlock ret)",Not SATD,6.0,24.0,8.0,,,,1.0,45.0
3598,systemml,6a5d35ac96bd9e20c0aa39a12d4f4b733a855c04,src/main/java/org/apache/sysds/runtime/compress/colgroup/ColGroupValue.java,ColGroupValue::sliceSingleColumn( int col),Not SATD,1.0,15.0,3.0,,,,3.0,24.0
3599,systemml,6a5d35ac96bd9e20c0aa39a12d4f4b733a855c04,src/main/java/org/apache/sysds/runtime/compress/colgroup/ColGroupValue.java,"ColGroupValue::sliceMultiColumns( int cl , int cu)",Not SATD,2.0,22.0,6.0,,,,3.0,35.0
3600,systemml,6a5d35ac96bd9e20c0aa39a12d4f4b733a855c04,src/main/java/org/apache/sysds/runtime/instructions/spark/MatrixIndexingSPInstruction.java,"MatrixIndexingSPInstruction::LeftIndexPartitionFunction::LeftIndexPartitionIterator::computeNext( Tuple2<MatrixIndexes,MatrixBlock> arg)",Not SATD,1.0,38.0,4.0,,,,12.0,134.0
3601,systemml,6a5d35ac96bd9e20c0aa39a12d4f4b733a855c04,src/main/java/org/apache/sysds/runtime/matrix/data/MatrixBlock.java,"MatrixBlock::validateSliceArgument( int rl , int ru , int cl , int cu)",Not SATD,4.0,7.0,9.0,,,,0.0,49.0
3602,systemml,6a5d35ac96bd9e20c0aa39a12d4f4b733a855c04,src/main/java/org/apache/sysds/runtime/matrix/data/MatrixBlock.java,"MatrixBlock::slice( int rl , int ru)",Not SATD,2.0,3.0,1.0,0.0,0.0,0.0,0.0,7.0
3603,systemml,6a5d35ac96bd9e20c0aa39a12d4f4b733a855c04,src/main/java/org/apache/sysds/runtime/matrix/data/MatrixBlock.java,"MatrixBlock::slice( int rl , int ru , int cl , int cu , boolean deep , CacheBlock ret)",Not SATD,6.0,24.0,9.0,-0.218181818181818,0.0,-0.436363636363636,7.0,111.0
3604,systemml,6a5d35ac96bd9e20c0aa39a12d4f4b733a855c04,src/main/java/org/apache/sysds/runtime/matrix/data/OperationsOnMatrixValues.java,"OperationsOnMatrixValues::performSlice( IndexedMatrixValue in , IndexRange ixrange , int blen)",Not SATD,3.0,48.0,9.0,,,,6.0,194.0
3605,systemml,6a5d35ac96bd9e20c0aa39a12d4f4b733a855c04,src/main/java/org/apache/sysds/runtime/matrix/data/OperationsOnMatrixValues.java,"OperationsOnMatrixValues::performSlice( Pair<Long,FrameBlock> in , IndexRange ixrange , int blen)",Not SATD,3.0,33.0,4.0,,,,2.0,103.0
3606,systemml,6a5d35ac96bd9e20c0aa39a12d4f4b733a855c04,src/main/java/org/apache/sysds/runtime/matrix/data/OperationsOnMatrixValues.java,"OperationsOnMatrixValues::performSlice( IndexRange ixrange , int blen , int iix , int jix , CacheBlock in)",Not SATD,5.0,7.0,3.0,,,,2.0,25.0
3607,systemml,64692625faf0970fc0295aa4f7399339a6ea6dcc,src/main/java/org/apache/sysds/runtime/compress/colgroup/ColGroup.java,"ColGroup::decompressColumnToBlock( MatrixBlock target , int colIndex , int rl , int ru , List<ColGroup> colGroups)",Not SATD,5.0,8.0,3.0,,,,0.0,19.0
3608,systemml,64692625faf0970fc0295aa4f7399339a6ea6dcc,src/main/java/org/apache/sysds/runtime/compress/colgroup/ColGroup.java,"ColGroup::decompressColumnToBlock( MatrixBlock target , int colIndex , List<ColGroup> colGroups)",Not SATD,3.0,8.0,3.0,,,,0.0,17.0
3609,systemml,64692625faf0970fc0295aa4f7399339a6ea6dcc,src/main/java/org/apache/sysds/runtime/compress/colgroup/ColGroup.java,"ColGroup::decompressColumnToBlock( double [ ] target , int colIndex , int rl , int ru , List<ColGroup> colGroups)",Not SATD,5.0,8.0,3.0,,,,0.0,19.0
3610,systemml,64692625faf0970fc0295aa4f7399339a6ea6dcc,src/main/java/org/apache/sysds/runtime/compress/colgroup/ColGroupOLE.java,"ColGroupOLE::decompressColumnToBlock( MatrixBlock target , int colpos)",Not SATD,2.0,26.0,5.0,,,,1.0,45.0
3611,systemml,64692625faf0970fc0295aa4f7399339a6ea6dcc,src/main/java/org/apache/sysds/runtime/compress/colgroup/ColGroupOLE.java,"ColGroupOLE::get( int r , int c)",SATD,2.0,3.0,1.0,,,,0.0,5.0
3612,systemml,64692625faf0970fc0295aa4f7399339a6ea6dcc,src/main/java/org/apache/sysds/runtime/compress/colgroup/ColGroupOLE.java,"ColGroupOLE::decompressColumnToBlock( double [ ] c , int colpos , int rl , int ru)",Not SATD,4.0,24.0,7.0,,,,2.0,46.0
3613,systemml,64692625faf0970fc0295aa4f7399339a6ea6dcc,src/main/java/org/apache/sysds/runtime/compress/colgroup/ColGroupOLE.java,"ColGroupOLE::binaryRowOp( BinaryOperator op , double [ ] v , boolean sparseSafe)",SATD,3.0,24.0,4.0,,,,0.0,45.0
3614,systemml,64692625faf0970fc0295aa4f7399339a6ea6dcc,src/main/java/org/apache/sysds/runtime/compress/colgroup/ColGroupOLE.java,ColGroupOLE::estimateInMemorySize(),Not SATD,0.0,7.0,2.0,0.418181818181818,0.0,0.127272727272727,0.0,5.0
3615,systemml,64692625faf0970fc0295aa4f7399339a6ea6dcc,src/main/java/org/apache/sysds/runtime/compress/colgroup/ColGroupOLE.java,"ColGroupOLE::decompressColumnToBlock( MatrixBlock target , int colpos , int rl , int ru)",Not SATD,4.0,29.0,7.0,,,,1.0,52.0
3616,systemml,64692625faf0970fc0295aa4f7399339a6ea6dcc,src/main/java/org/apache/sysds/runtime/compress/colgroup/ColGroupRLE.java,"ColGroupRLE::decompressToBlock( MatrixBlock target , int [ ] colixTargets)",Not SATD,2.0,35.0,9.0,0.0181818181818182,0.0,-0.0545454545454546,4.0,66.0
3617,systemml,64692625faf0970fc0295aa4f7399339a6ea6dcc,src/main/java/org/apache/sysds/runtime/compress/colgroup/ColGroupRLE.java,"ColGroupRLE::decompressColumnToBlock( double [ ] c , int colpos , int rl , int ru)",Not SATD,4.0,31.0,7.0,,,,2.0,55.0
3618,systemml,64692625faf0970fc0295aa4f7399339a6ea6dcc,src/main/java/org/apache/sysds/runtime/compress/colgroup/ColGroupRLE.java,"ColGroupRLE::decompressColumnToBlock( MatrixBlock target , int colpos)",Not SATD,2.0,32.0,6.0,,,,2.0,48.0
3619,systemml,64692625faf0970fc0295aa4f7399339a6ea6dcc,src/main/java/org/apache/sysds/runtime/compress/colgroup/ColGroupRLE.java,"ColGroupRLE::decompressColumnToBlock( MatrixBlock target , int colpos , int rl , int ru)",Not SATD,4.0,35.0,7.0,,,,2.0,61.0
3620,systemml,64692625faf0970fc0295aa4f7399339a6ea6dcc,src/main/java/org/apache/sysds/runtime/compress/colgroup/ColGroupUncompressed.java,"ColGroupUncompressed::decompressColumnToBlock( double [ ] target , int colpos , int rl , int ru)",Not SATD,4.0,9.0,3.0,,,,0.0,18.0
3621,systemml,64692625faf0970fc0295aa4f7399339a6ea6dcc,src/main/java/org/apache/sysds/runtime/compress/colgroup/ColGroupUncompressed.java,"ColGroupUncompressed::decompressColumnToBlock( MatrixBlock target , int colpos)",Not SATD,2.0,9.0,3.0,,,,0.0,14.0
3622,systemml,64692625faf0970fc0295aa4f7399339a6ea6dcc,src/main/java/org/apache/sysds/runtime/compress/colgroup/ColGroupUncompressed.java,"ColGroupUncompressed::decompressColumnToBlock( MatrixBlock target , int colpos , int rl , int ru)",Not SATD,4.0,9.0,3.0,,,,0.0,17.0
3623,systemml,64692625faf0970fc0295aa4f7399339a6ea6dcc,src/main/java/org/apache/sysds/runtime/compress/colgroup/ColGroupValue.java,"ColGroupValue::ColGroupValue( int [ ] colIndices , int numRows , ABitmap ubm , CompressionSettings cs)",Not SATD,4.0,16.0,5.0,-0.0545454545454546,0.0,0.0,1.0,27.0
3624,systemml,64692625faf0970fc0295aa4f7399339a6ea6dcc,src/main/java/org/apache/sysds/runtime/compress/lib/LibLeftMultBy.java,LibLeftMultBy::MatrixMultTransposeTaskOverlapping::call(),Not SATD,0.0,5.0,1.0,,,,0.0,5.0
3625,systemml,64692625faf0970fc0295aa4f7399339a6ea6dcc,src/main/java/org/apache/sysds/runtime/compress/utils/DblArrayIntListHashMap.java,DblArrayIntListHashMap::extractValues(),Not SATD,0.0,13.0,4.0,,,,1.0,20.0
3626,systemml,64692625faf0970fc0295aa4f7399339a6ea6dcc,src/main/java/org/apache/sysds/runtime/compress/utils/DoubleIntListHashMap.java,DoubleIntListHashMap::extractValues(),Not SATD,0.0,13.0,4.0,,,,1.0,20.0
3627,systemml,64692625faf0970fc0295aa4f7399339a6ea6dcc,src/main/java/org/apache/sysds/runtime/instructions/cp/DeCompressionCPInstruction.java,DeCompressionCPInstruction::processInstruction( ExecutionContext ec),SATD,1.0,6.0,2.0,,,,1.0,15.0
3628,systemml,64692625faf0970fc0295aa4f7399339a6ea6dcc,src/test/java/org/apache/sysds/test/component/compress/AbstractCompressedUnaryTests.java,"AbstractCompressedUnaryTests::testUnaryOperators( AggType aggType , AggregateUnaryOperator auop)",SATD,2.0,64.0,24.0,2.18181818181818,0.0,1.42424242424242,10.0,146.0
3629,systemml,64692625faf0970fc0295aa4f7399339a6ea6dcc,src/test/java/org/apache/sysds/test/component/compress/CompressedTestBase.java,"CompressedTestBase::CompressedTestBase( SparsityType sparType , ValueType valType , ValueRange valueRange , CompressionSettings compSettings , MatrixTypology MatrixTypology , OverLapping ov , int parallelism)",Not SATD,7.0,55.0,14.0,,,,2.0,108.0
3630,systemml,64692625faf0970fc0295aa4f7399339a6ea6dcc,src/test/java/org/apache/sysds/test/component/compress/CompressedTestBase.java,"CompressedTestBase::compareResultMatrices( MatrixBlock ret1 , MatrixBlock ret2 , double toleranceMultiplier)",Not SATD,3.0,7.0,2.0,,,,1.0,16.0
3631,systemml,64692625faf0970fc0295aa4f7399339a6ea6dcc,src/test/java/org/apache/sysds/test/component/compress/CompressedTestBase.java,"CompressedTestBase::testLeftMatrixMatrixMultiplicationTransposed( MatrixBlock matrix , boolean transposeLeft , boolean transposeRight , boolean compressMatrix , boolean comparePercent)",Not SATD,5.0,28.0,9.0,,,,4.0,69.0
3632,systemml,64692625faf0970fc0295aa4f7399339a6ea6dcc,src/test/java/org/apache/sysds/test/component/compress/TestConstants.java,TestConstants::effectOnOutput( OverLapping opcode),Not SATD,1.0,12.0,6.0,,,,0.0,15.0
3633,systemml,64692625faf0970fc0295aa4f7399339a6ea6dcc,src/main/java/org/apache/sysds/runtime/compress/lib/BitmapEncoder.java,"BitmapEncoder::extractBitmap( int colIndex , MatrixBlock rawBlock , boolean transposed)",Not SATD,3.0,5.0,2.0,,,,0.0,11.0
3634,systemml,64692625faf0970fc0295aa4f7399339a6ea6dcc,src/main/java/org/apache/sysds/runtime/compress/lib/BitmapEncoder.java,"BitmapEncoder::extractBitmap( int [ ] colIndices , ReaderColumnSelection rowReader)",Not SATD,2.0,19.0,4.0,,,,0.0,32.0
3635,systemml,64692625faf0970fc0295aa4f7399339a6ea6dcc,src/main/java/org/apache/sysds/runtime/compress/lib/BitmapEncoder.java,"BitmapEncoder::makeBitmap( DblArrayIntListHashMap distinctVals , int numZeros , int numCols)",Not SATD,3.0,16.0,3.0,,,,1.0,31.0
3636,systemml,64692625faf0970fc0295aa4f7399339a6ea6dcc,src/main/java/org/apache/sysds/runtime/compress/lib/BitmapEncoder.java,"BitmapEncoder::extractHashMapTransposed( int colIndex , MatrixBlock rawBlock)",Not SATD,2.0,37.0,13.0,,,,0.0,69.0
3637,systemml,64692625faf0970fc0295aa4f7399339a6ea6dcc,src/main/java/org/apache/sysds/runtime/compress/lib/BitmapEncoder.java,"BitmapEncoder::extractBitmap( int [ ] colIndices , MatrixBlock rawBlock , boolean transposed)",Not SATD,3.0,15.0,3.0,,,,0.0,27.0
3638,systemml,64692625faf0970fc0295aa4f7399339a6ea6dcc,src/main/java/org/apache/sysds/runtime/compress/lib/BitmapEncoder.java,BitmapEncoder::makeBitmap( DoubleIntListHashMap distinctVals),Not SATD,1.0,11.0,2.0,,,,0.0,16.0
3639,systemml,64692625faf0970fc0295aa4f7399339a6ea6dcc,src/main/java/org/apache/sysds/runtime/compress/lib/BitmapEncoder.java,"BitmapEncoder::extractHashMap( int colIndex , MatrixBlock rawBlock)",Not SATD,2.0,35.0,13.0,,,,1.0,63.0
3640,systemml,64692625faf0970fc0295aa4f7399339a6ea6dcc,src/main/java/org/apache/sysds/runtime/compress/lib/LibSqueeze.java,"LibSqueeze::squeeze( CompressedMatrixBlock m , int k)",Not SATD,2.0,14.0,3.0,,,,2.0,13.0
3641,systemml,64692625faf0970fc0295aa4f7399339a6ea6dcc,src/main/java/org/apache/sysds/runtime/compress/readers/ReaderCompressedSelection.java,"ReaderCompressedSelection::ReaderCompressedSelection( CompressedMatrixBlock compBlock , int [ ] colIndices)",Not SATD,2.0,6.0,1.0,,,,0.0,4.0
3642,systemml,64692625faf0970fc0295aa4f7399339a6ea6dcc,src/main/java/org/apache/sysds/runtime/compress/readers/ReaderCompressedSelection.java,ReaderCompressedSelection::getNextRow(),Not SATD,0.0,22.0,5.0,,,,1.0,7.0
3643,systemml,b87001b11101fc32ece6618922b73a5c5741a2e3,src/main/java/org/apache/sysds/runtime/lineage/LineageCacheConfig.java,LineageCacheConfig::canEvict(),Not SATD,0.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0
3645,systemml,7203c00dc7394d293f711293c95d5652aabb69a3,src/main/java/org/apache/sysds/runtime/controlprogram/caching/UnifiedMemoryManager.java,"UnifiedMemoryManager::pin( String key , long size , boolean dirty)",SATD,3.0,3.0,1.0,,,,0.0,6.0
3646,systemml,7203c00dc7394d293f711293c95d5652aabb69a3,src/main/java/org/apache/sysds/runtime/controlprogram/caching/UnifiedMemoryManager.java,UnifiedMemoryManager::delete( String key),Not SATD,1.0,3.0,1.0,,,,0.0,4.0
3647,systemml,7203c00dc7394d293f711293c95d5652aabb69a3,src/main/java/org/apache/sysds/runtime/controlprogram/caching/UnifiedMemoryManager.java,UnifiedMemoryManager::UnifiedMemoryManager( long capacity),SATD,1.0,3.0,1.0,,,,1.0,6.0
3648,systemml,7203c00dc7394d293f711293c95d5652aabb69a3,src/main/java/org/apache/sysds/runtime/controlprogram/caching/UnifiedMemoryManager.java,UnifiedMemoryManager::unpin( String key),SATD,1.0,3.0,1.0,,,,0.0,4.0
3649,systemml,7203c00dc7394d293f711293c95d5652aabb69a3,src/main/java/org/apache/sysds/runtime/controlprogram/caching/UnifiedMemoryManager.java,UnifiedMemoryManager::deleteAll(),SATD,0.0,3.0,1.0,,,,0.0,3.0
3650,systemml,7203c00dc7394d293f711293c95d5652aabb69a3,src/main/java/org/apache/sysds/runtime/controlprogram/caching/UnifiedMemoryManager.java,"UnifiedMemoryManager::unpin( String key , CacheBlock block)",SATD,2.0,3.0,1.0,,,,0.0,5.0
